KUNNR	HKUNNR
0000375578	0000551545
0000375616	0000551148
0000375640	0000500435
0000375659	0000500435
0000375667	0000500435
0000375675	0000500435
0000375691	0000500435
0000375705	0000500435
0000375713	0000500435
0000375721	0000500435
0000375748	0000500435
0000375756	0000500435
0000375764	0000500435
0000375772	0000500435
0000375780	0000500435
0000375799	0000500435
0000375802	0000500909
0000375810	0000500435
0000375829	0000500435
0000375837	0000500435
0000375845	0000500435
0000375853	0000500435
0000375861	0000500435
0000375888	0000500435
0000375896	0000500435
0000375918	0000551378
0000375926	0000500435
0000375934	0000500910
0000375942	0000500435
0000375950	0000500435
0000375969	0000500435
0000375985	0000500435
0000375993	0000500435
0000376000	0000500435
0000376019	0000500435
0000376027	0000500435
0000376043	0000500425
0000376051	0000500435
0000376078	0000500435
0000376086	0000551378
0000376108	0000500435
0000376310	0000501153
0000376337	0000500382
0000376442	0000500295
0000376450	0000500392
0000376639	0000551545
0000376655	0000500295
0000376671	0000551997
0000376906	0000500743
0000376930	0000551543
0000376957	0000500743
0000377015	0000551148
0000377023	0000500329
0000377074	0000551039
0000377082	0000551527
0000377112	0000551558
0000377120	0000551039
0000377201	0000500877
0000377260	0000501153
0000377317	0000500378
0000377325	0000551558
0000377376	0000551039
0000377384	0000551680
0000377414	0000551558
0000377422	0000551543
0000377457	0000501125
0000377473	0000551623
0000377619	0000551756
0000377686	0000551573
0000377694	0000551573
0000377732	0000551573
0000377740	0000551573
0000377767	0000551573
0000377775	0000551573
0000377783	0000551573
0000377791	0000551573
0000377805	0000551573
0000377821	0000551573
0000377848	0000551573
0000377856	0000551573
0000377872	0000551573
0000377880	0000551602
0000377899	0000551602
0000377902	0000551602
0000377910	0000551602
0000377929	0000551602
0000377937	0000551602
0000377945	0000551602
0000377953	0000551602
0000377961	0000551602
0000377988	0000551601
0000377996	0000551602
0000378003	0000551602
0000378011	0000551602
0000378038	0000551602
0000378046	0000551602
0000378054	0000551602
0000378062	0000500041
0000378100	0000551573
0000378127	0000500329
0000378186	0000500152
0000378275	0000551466
0000378321	0000501153
0000378550	0000551303
0000378569	0000551548
0000378607	0000551378
0000378623	0000500329
0000378658	0000501153
0000378798	0000500211
0000378801	0000500211
0000379026	0000500211
0000379042	0000500343
0000379115	0000551558
0000379204	0000500385
0000379212	0000551148
0000379220	0000551148
0000379298	0000551039
0000379522	0000551680
0000379530	0000551573
0000379581	0000551545
0000379603	0000551545
0000379654	0000500434
0000379662	0000551602
0000379689	0000551545
0000379697	0000551545
0000379700	0000551558
0000379751	0000551412
0000379778	0000500892
0000379808	0000501373
0000379824	0000500300
0000379832	0000500385
0000379875	0000500392
0000379891	0000500385
0000379913	0000500385
0000379948	0000500385
0000379964	0000501122
0000379980	0000551548
0000380016	0000500385
0000380032	0000551548
0000380040	0000551564
0000380059	0000500324
0000380083	0000551193
0000380113	0000500329
0000380148	0000500329
0000380164	0000551552
0000380199	0000500392
0000380210	0000551548
0000380229	0000501153
0000380245	0000501153
0000380253	0000501459
0000380326	0000501153
0000380350	0000551148
0000380466	0000551665
0000380474	0000551665
0000380482	0000551665
0000380490	0000551665
0000380504	0000551665
0000380512	0000551665
0000380520	0000500912
0000380539	0000551665
0000380547	0000551665
0000380555	0000551665
0000380628	0000500382
0000380636	0000551375
0000380652	0000551039
0000380679	0000500435
0000380792	0000500329
0000380814	0000501122
0000380830	0000551480
0000380873	0000551573
0000380903	0000551556
0000380946	0000501510
0000380989	0000551039
0000381020	0000551039
0000381276	0000501363
0000381292	0000500382
0000381330	0000551039
0000381365	0000551280
0000381381	0000551039
0000381640	0000500913
0000381675	0000551545
0000381683	0000551720
0000381691	0000551719
0000381705	0000551719
0000381713	0000551303
0000381721	0000551719
0000381748	0000551719
0000381756	0000551719
0000381772	0000551776
0000381780	0000551696
0000381802	0000551698
0000381810	0000551696
0000381837	0000551037
0000381896	0000551148
0000381977	0000551603
0000381985	0000551603
0000382175	0000551039
0000382566	0000551545
0000382574	0000551719
0000382582	0000500329
0000382590	0000500329
0000382671	0000501122
0000382698	0000551548
0000382728	0000551099
0000382736	0000551680
0000382744	0000551286
0000382760	0000551039
0000382787	0000501153
0000382809	0000500227
0000382817	0000551561
0000382841	0000501333
0000382922	0000551674
0000382930	0000500398
0000382949	0000500389
0000382981	0000500915
0000383090	0000500329
0000383120	0000500851
0000383147	0000551039
0000383163	0000500382
0000383171	0000551680
0000383198	0000551039
0000383201	0000551039
0000383279	0000551558
0000383287	0000500916
0000383295	0000500917
0000383309	0000500918
0000383317	0000500919
0000383325	0000500920
0000383333	0000551418
0000383392	0000500382
0000383406	0000551039
0000383449	0000501153
0000383511	0000551558
0000383554	0000551148
0000383570	0000551548
0000383597	0000500294
0000383600	0000500385
0000383627	0000551386
0000383643	0000551509
0000383708	0000500329
0000383759	0000500435
0000383848	0000551608
0000383864	0000500618
0000383929	0000500435
0000384267	0000500909
0000384399	0000500910
0000384569	0000500382
0000384607	0000551545
0000384623	0000551039
0000384631	0000551650
0000384682	0000551558
0000384747	0000500181
0000384755	0000500329
0000384763	0000500403
0000384771	0000500921
0000384798	0000500921
0000384801	0000500329
0000384860	0000500382
0000384879	0000551548
0000384887	0000500892
0000384895	0000501153
0000384909	0000551558
0000384925	0000500329
0000384941	0000500300
0000384984	0000501153
0000385034	0000500922
0000385042	0000500922
0000385069	0000500923
0000385077	0000551162
0000385085	0000551166
0000385093	0000551166
0000385182	0000500445
0000385190	0000551666
0000385239	0000551548
0000385271	0000500324
0000385298	0000500378
0000385352	0000501125
0000385360	0000551193
0000386162	0000551595
0000386170	0000551595
0000386189	0000551720
0000386197	0000551039
0000386235	0000551680
0000386243	0000551148
0000386294	0000551386
0000386359	0000500385
0000386375	0000500385
0000386588	0000551545
0000386626	0000551573
0000386634	0000551649
0000386642	0000551362
0000386650	0000500924
0000386669	0000500924
0000386677	0000500811
0000386685	0000551637
0000386693	0000551680
0000386723	0000500360
0000386758	0000500925
0000386812	0000500384
0000386839	0000501411
0000386847	0000500647
0000386855	0000500926
0000386863	0000500926
0000386871	0000500892
0000386944	0000500402
0000386952	0000500927
0000386960	0000500329
0000386995	0000500435
0000387010	0000500329
0000387037	0000500404
0000387088	0000551491
0000387096	0000500928
0000387142	0000500928
0000387150	0000501153
0000387193	0000500435
0000387207	0000500929
0000387339	0000551153
0000387347	0000551720
0000387355	0000500211
0000387401	0000551626
0000387622	0000551039
0000387630	0000551039
0000387657	0000500300
0000387665	0000500181
0000387673	0000501125
0000387681	0000551148
0000387703	0000551595
0000387711	0000551291
0000387770	0000501125
0000387819	0000500930
0000387835	0000500931
0000387843	0000500932
0000387851	0000500933
0000387878	0000500089
0000387886	0000500934
0000387908	0000500317
0000387916	0000500317
0000387932	0000500317
0000387967	0000500317
0000387991	0000500317
0000388017	0000500935
0000388025	0000551521
0000388033	0000551548
0000388076	0000500385
0000388092	0000551680
0000388122	0000551558
0000388130	0000551558
0000388165	0000500382
0000388173	0000501153
0000388181	0000551039
0000388203	0000551039
0000388211	0000551037
0000388238	0000551602
0000388246	0000501122
0000388262	0000551099
0000388270	0000551039
0000388289	0000551548
0000388300	0000551545
0000388335	0000500329
0000388378	0000500385
0000388394	0000500385
0000388416	0000500385
0000388432	0000551573
0000388440	0000500884
0000388475	0000551608
0000388491	0000500385
0000388513	0000501153
0000388688	0000551039
0000388696	0000500435
0000388793	0000551039
0000388823	0000551545
0000388890	0000551039
0000388904	0000500324
0000388920	0000500324
0000388947	0000500324
0000388963	0000500324
0000388998	0000500324
0000389013	0000500324
0000389048	0000500324
0000389064	0000500324
0000389080	0000500324
0000389102	0000500324
0000389129	0000500324
0000389145	0000500324
0000389196	0000500294
0000389242	0000551197
0000389285	0000500916
0000389293	0000500917
0000389307	0000500920
0000389315	0000500919
0000389323	0000500918
0000389358	0000551630
0000389366	0000551039
0000389374	0000551039
0000389382	0000501349
0000389390	0000501353
0000389404	0000501153
0000389412	0000501153
0000389420	0000551545
0000389439	0000501125
0000389447	0000551626
0000389471	0000551039
0000389528	0000500936
0000389536	0000500937
0000389595	0000500317
0000389609	0000500317
0000389633	0000500938
0000389668	0000501122
0000389684	0000551621
0000389722	0000500300
0000389730	0000551719
0000389749	0000501398
0000389773	0000500939
0000389781	0000500940
0000389803	0000500942
0000389811	0000500943
0000389838	0000551203
0000389846	0000500944
0000389854	0000500945
0000389862	0000551203
0000389870	0000551203
0000389889	0000551509
0000389897	0000551203
0000389900	0000551203
0000389919	0000551509
0000389927	0000551307
0000389935	0000551203
0000389943	0000551203
0000389951	0000551203
0000389978	0000551203
0000389986	0000551203
0000389994	0000501470
0000390003	0000551509
0000390011	0000551509
0000390038	0000551509
0000390046	0000551509
0000390054	0000551203
0000390062	0000551203
0000390070	0000551203
0000390089	0000551220
0000390097	0000551203
0000390100	0000551509
0000390119	0000500252
0000390135	0000500946
0000390143	0000551834
0000390178	0000500324
0000390194	0000500385
0000390216	0000500294
0000390364	0000551719
0000390399	0000500384
0000390437	0000501330
0000390445	0000551754
0000390453	0000501330
0000390461	0000551755
0000390488	0000501330
0000390496	0000501330
0000390518	0000551751
0000390526	0000501330
0000390534	0000551751
0000390542	0000501330
0000390550	0000501330
0000390569	0000501330
0000390577	0000551755
0000390585	0000551756
0000390593	0000551754
0000390607	0000500258
0000390615	0000551754
0000390623	0000551754
0000390631	0000501330
0000390658	0000551751
0000390666	0000501330
0000390674	0000501330
0000390682	0000501330
0000390690	0000551756
0000390704	0000501330
0000390712	0000501330
0000390720	0000551751
0000390739	0000551756
0000390747	0000501330
0000390755	0000501330
0000390763	0000501330
0000390798	0000501330
0000390801	0000501330
0000390828	0000551754
0000390836	0000501330
0000390844	0000551351
0000390852	0000500947
0000390860	0000500329
0000390879	0000551037
0000390895	0000501264
0000390909	0000501264
0000390917	0000501264
0000390925	0000501264
0000390933	0000501264
0000390941	0000501264
0000390984	0000501264
0000391018	0000501264
0000391026	0000501264
0000391042	0000501264
0000391050	0000501264
0000391069	0000501264
0000391085	0000501264
0000391107	0000501264
0000391123	0000501264
0000391131	0000501264
0000391166	0000501264
0000391174	0000501264
0000391204	0000501264
0000391212	0000501264
0000391239	0000501264
0000391247	0000501264
0000391263	0000500041
0000391271	0000501264
0000391298	0000501264
0000391301	0000501264
0000391328	0000501264
0000391344	0000500041
0000391360	0000500811
0000391379	0000500041
0000391417	0000501264
0000391476	0000501264
0000391506	0000501264
0000391514	0000501264
0000391557	0000500041
0000391581	0000501264
0000391603	0000500041
0000391662	0000551039
0000391670	0000551609
0000391697	0000500382
0000391700	0000551458
0000391719	0000500845
0000391727	0000500845
0000391751	0000500948
0000391816	0000500382
0000391824	0000501125
0000391875	0000500949
0000391883	0000500950
0000391891	0000500026
0000391905	0000501315
0000391913	0000500952
0000391921	0000500953
0000391948	0000500954
0000391956	0000500955
0000391964	0000500956
0000391972	0000500957
0000391980	0000500958
0000391999	0000500959
0000392006	0000500960
0000392049	0000551548
0000392057	0000551203
0000392065	0000501153
0000392081	0000500808
0000392170	0000500811
0000392189	0000500041
0000392200	0000500041
0000392219	0000551543
0000392278	0000500811
0000392294	0000551039
0000392308	0000500811
